address,is_contract,eth_balance,erc20_count,dollar_balance,nft_count
0x1977f568f82A83d866EA213e7eAcDdb891193eD4,false,0,2,0,0
0xcaB2E6F8d3F3109295108614CE87c343c917B6E2,false,0,1,0,1
0xab3c5450530A9CCb4D89D17cA6358a427b0505EB,false,0,1,0,0
0x8b8795185A94d92f830486C56Da8D32737c88A98,false,0,1,0,1
0xe221cb591387f3E817D4093434E55bAfD06B7aa0,false,0,1,0,0
0x1B85b9F0fA556ea3f1BEC9123caB1F5316ccfbA6,false,0,100,0,93
0xf1b5f1eD80e31edb60365C19E8B885E1A4e3ae3a,false,0,39,0,0
0xa2fe5bAE4dEFB78d03e19EBBc70A5BC79E0bF1d0,false,0,1,0,0
0xac716654C6329F1f27aBA0a571917c94D8e90611,false,0,1,0,0
0x7eD1E469fCb3EE19C0366D829e291451bE638E59,false,0,5,0.008768631808668678,2
0x55789381C20A97b6C65807419f469f0f36E27082,false,0,1,0,0
0x3763e6E1228bFeaB94191C856412d1Bb0A8e6996,false,0,1,0,0
0x7D73b76907B04A03A59E1754D8A04196D825Bc40,false,0,1,0,0
0xA9DB39bb644396200c1E9250AF8daEd79DC87D8a,false,0,1,0,0
0xE94b04a0FeD112f3664e45adb2B8915693dD5FF3,false,0,2,0,0
0xa8F769B88d6D74FB2Bd3912F6793F75625228baF,false,0,2,0,0
0xF4deC6988041FF4a4927569609310B918C3f87b1,false,0,1,0,0
0x4Bb96091Ee9D802ED039C4D1a5f6216F90f81B01,false,0,2,0,0
0x643A9b52962DBBa62e237F74640eEC9Ae6ac6d2D,false,0,1,0,0
0x989ab01acf68DC67A7F28A72d5Ae885b0Ae90B2f,false,0,1,0,0
0x2bcF8375dd82dF9B2E61846DdA0f42A3C3afFD65,false,0,1,0,0
0x2539ffc9DeD82926A5AAEe065E800C7d1DE02454,false,0,1,0,0
0x8CE8c13D816FE6daf12d6fD9e4952e1Fc88850AF,false,0,1,0,0
0xDeaDDEaDDeAdDeAdDEAdDEaddeAddEAdDEAd0001,false,0.001847689319432656,100,22.595718652541976,100
0x4200000000000000000000000000000000000015,false,0,46,15.700089975102623,1
0x1de28eB0f0eb2138B0b54D180A24E9bB21934376,false,16.339730718344835,42,56367.793498875275,0
0x1475821E6803E390A28fEFA00C2F07fd02B858b6,false,0,100,1.0334590149600273,1
0xD1FBf9D89Db28630b513c984f06C018b67D9d3b2,false,1.37843285779e-7,60,0.07810734276454034,2
0x80C7DD17B01855a6D2347444a0FCC36136a314de,false,0,40,0,44
0xF425a21268d49003b90E622942011D12479A5554,false,0.000044945072949452,19,21.327039964506668,0
0x27D2DECb4bFC9C76F0309b8E88dec3a601Fe25a8,false,0,46,0.6046943481620342,19
0x66E08198b5366Fc0CDe5fD78CC7B7686e554586f,false,0.0810832715367081,50,300.69901563695703,58
0x1977f568f82A83d866EA213e7eAcDdb891193eD4,false,2.62e-16,1,9.029670060787558e-13,0
0xcaB2E6F8d3F3109295108614CE87c343c917B6E2,false,0.000044677761555655,6,21.481006641932574,0
0xab3c5450530A9CCb4D89D17cA6358a427b0505EB,false,0,3,0,2
0x8b8795185A94d92f830486C56Da8D32737c88A98,false,0.000044497553240103,6,21.325430342695338,0
0xe221cb591387f3E817D4093434E55bAfD06B7aa0,false,0,2,0,2
0x1B85b9F0fA556ea3f1BEC9123caB1F5316ccfbA6,false,0.00699521659637661,42,24.511296934778837,35
0xf1b5f1eD80e31edb60365C19E8B885E1A4e3ae3a,false,0,23,1.2550551550164242,0
